ElementID,Name,Abstract Data Type,Data Type Semantics,Status,Description,Units,Range,References,Requester,Revision,Date
240,ethernetHeaderLength,unsigned8,quantity,current,"The difference between the length of an Ethernet frame (minus the 
FCS) and the length of its MAC Client Data section (including any 
padding) as defined in section 3.1 of [IEEE.802-3.2005].  It does 
not include the Preamble, SFD and Extension field lengths.",octets,,[IEEE.802-3.2005],[ipfix-iana_at_cisco.com],1,2014-08-13
241,ethernetPayloadLength,unsigned16,quantity,current,"The length of the MAC Client Data section (including any padding) 
of a frame as defined in section 3.1 of [IEEE.802-3.2005].",octets,,[IEEE.802-3.2005],[ipfix-iana_at_cisco.com],1,2014-08-13
242,ethernetTotalLength,unsigned16,quantity,current,"The total length of the Ethernet frame (excluding the Preamble, 
SFD, Extension and FCS fields) as described in section 3.1 of 
[IEEE.802-3.2005].",octets,,[IEEE.802-3.2005],[ipfix-iana_at_cisco.com],1,2014-08-13
243,dot1qVlanId,unsigned16,identifier,current,"The value of the 12-bit VLAN Identifier portion of the Tag Control
Information field of an Ethernet frame.  The structure and
semantics within the Tag Control Information field are defined in
[IEEE802.1Q].  In Provider Bridged Networks, it represents the
Service VLAN identifier in the Service VLAN Tag (S-TAG) Tag
Control Information (TCI) field or the Customer VLAN identifier in
the Customer VLAN Tag (C-TAG) Tag Control Information (TCI) field
as described in [IEEE802.1Q].  In Provider Backbone Bridged
Networks, it represents the Backbone VLAN identifier in the 
Backbone VLAN Tag (B-TAG) Tag Control Information (TCI) field as
described in [IEEE802.1Q].  In a virtual link between a host
system and EVB bridge, it represents the Service VLAN identifier
indicating S-channel as described in [IEEE802.1Qbg].

            
            
              
In the case of a multi-tagged frame, it represents the outer tag's
VLAN identifier, except for I-TAG.",,,[IEEE802.1Q][IEEE802.1Qbg],[ipfix-iana_at_cisco.com][RFC7133],2,2014-01-11
244,dot1qPriority,unsigned8,identifier,current,"The value of the 3-bit User Priority portion of the Tag Control
Information field of an Ethernet frame.  The structure and
semantics within the Tag Control Information field are defined in
[IEEE802.1Q].  In the case of multi-tagged frame, it represents
the 3-bit Priority Code Point (PCP) portion of the outer tag's Tag
Control Information (TCI) field as described in [IEEE802.1Q],
except for I-TAG.",,,[IEEE802.1Q],[ipfix-iana_at_cisco.com][RFC7133],1,2014-01-11
245,dot1qCustomerVlanId,unsigned16,identifier,current,"The value represents the Customer VLAN identifier in the Customer
VLAN Tag (C-TAG) Tag Control Information (TCI) field as described
in [IEEE802.1Q].",,,[IEEE802.1Q],[ipfix-iana_at_cisco.com][RFC7133],1,2014-01-11
246,dot1qCustomerPriority,unsigned8,identifier,current,"The value represents the 3-bit Priority Code Point (PCP) portion
of the Customer VLAN Tag (C-TAG) Tag Control Information (TCI)
field as described in [IEEE802.1Q].",,,[IEEE802.1Q],[ipfix-iana_at_cisco.com][RFC7133],1,2014-01-11
247,metroEvcId,string,default,current,"The EVC Service Attribute which uniquely identifies the Ethernet 
Virtual Connection (EVC) within a Metro Ethernet Network, as 
defined in section 6.2 of MEF 10.1.  The MetroEVCID is encoded in 
a string of up to 100 characters.",,,"MEF 10.1 (Ethernet Services Attributes Phase 2) 
MEF16 (Ethernet Local Management Interface)",[ipfix-iana_at_cisco.com],1,2014-02-03
248,metroEvcType,unsigned8,identifier,current,"The 3-bit EVC Service Attribute which identifies the type of 
service provided by an EVC.",,,"MEF 10.1 (Ethernet Services Attributes Phase 2)  
MEF16 (Ethernet Local Management Interface)",[ipfix-iana_at_cisco.com],0,2013-02-18
249,pseudoWireId,unsigned32,identifier,current,"A 32-bit non-zero connection identifier, which together with the 
pseudoWireType, identifies the Pseudo Wire (PW) as defined in [RFC8077].",,,See [RFC8077] for pseudowire definitions.,[ipfix-iana_at_cisco.com],0,2013-02-18
250,pseudoWireType,unsigned16,identifier,current,"The value of this information element identifies the type of MPLS 
Pseudo Wire (PW) as defined in [RFC4446].",,,"See [RFC4446] for the pseudowire type definition, and 
http://www.iana.org/assignments/pwe3-parameters for the IANA 
Pseudowire Types Registry.",[ipfix-iana_at_cisco.com],0,2013-02-18
251,pseudoWireControlWord,unsigned32,identifier,current,"The 32-bit Preferred Pseudo Wire (PW) MPLS Control Word as 
defined in Section 3 of [RFC4385].",,,"See [RFC4385] for the Pseudo Wire Control Word 
definition.",[ipfix-iana_at_cisco.com],0,2013-02-18
252,ingressPhysicalInterface,unsigned32,identifier,current,"The index of a networking device's physical interface (example, a 
switch port) where packets of this flow are being received.",,,See [RFC2863] for the definition of the ifIndex object.,[ipfix-iana_at_cisco.com],0,2013-02-18
253,egressPhysicalInterface,unsigned32,identifier,current,"The index of a networking device's physical interface (example, a 
switch port) where packets of this flow are being sent.",,,See [RFC2863] for the definition of the ifIndex object.,[ipfix-iana_at_cisco.com],0,2013-02-18
254,postDot1qVlanId,unsigned16,identifier,current,"The definition of this Information Element is identical to the 
definition of Information Element 'dot1qVlanId', except that it 
reports a potentially modified value caused by a middlebox 
function after the packet passed the Observation Point.",,,"[IEEE.802-3.2005] 
[IEEE.802-1ad.2005]",[ipfix-iana_at_cisco.com],0,2013-02-18
255,postDot1qCustomerVlanId,unsigned16,identifier,current,"The definition of this Information Element is identical to the 
definition of Information Element 'dot1qCustomerVlanId', except 
that it reports a potentially modified value caused by a 
middlebox function after the packet passed the Observation Point.",,,"[IEEE.802-1ad.2005] 
[IEEE.802-1Q.2003]",[ipfix-iana_at_cisco.com],0,2013-02-18
256,ethernetType,unsigned16,identifier,current,"The Ethernet type field of an Ethernet frame that identifies the 
MAC client protocol carried in the payload as defined in 
paragraph 1.4.349 of [IEEE.802-3.2005].",,,"[IEEE.802-3.2005] 
Ethertype registry available at
[http://standards.ieee.org/regauth/ethertype/eth.txt]",[ipfix-iana_at_cisco.com],0,2013-02-18
257,postIpPrecedence,unsigned8,identifier,current,"The definition of this Information Element is identical to the         
definition of Information Element 'ipPrecedence', except that 
it reports a potentially modified value caused by a middlebox
function after the packet passed the Observation Point.",,0-7,"See [RFC1812] (Section 5.3.3) and 
[RFC791] for the definition of the
IP Precedence. See [RFC1812] 
(Section 5.3.2) and [RFC791] for the
definition of the IPv4 TOS field. See 
[RFC8200] for the definition of the 
IPv6 Traffic Class field.",[ipfix-iana_at_cisco.com],0,2013-02-18
258,collectionTimeMilliseconds,dateTimeMilliseconds,default,current,"The absolute timestamp at which the data within the
scope containing this Information Element was received by a
Collecting Process.  This Information Element SHOULD be bound to
its containing IPFIX Message via IPFIX Options and the
messageScope Information Element, as defined below.",milliseconds,,,"[RFC5655][RFC Errata 
          3559]",1,2013-03-26
259,exportSctpStreamId,unsigned16,identifier,current,"The value of the SCTP Stream Identifier used by the
Exporting Process for exporting IPFIX Message data.  This is
carried in the Stream Identifier field of the header of the SCTP
DATA chunk containing the IPFIX Message(s).",,,,[RFC5655],0,2013-02-18
260,maxExportSeconds,dateTimeSeconds,default,current,"The absolute Export Time of the latest IPFIX Message
within the scope containing this Information Element. This
Information Element SHOULD be bound to its containing IPFIX
Transport Session via IPFIX Options and the sessionScope
Information Element.",seconds,,,[RFC5655],0,2013-02-18
261,maxFlowEndSeconds,dateTimeSeconds,default,current,"The latest absolute timestamp of the last packet
within any Flow within the scope containing this Information
Element, rounded up to the second if necessary.  This Information
Element SHOULD be bound to its containing IPFIX Transport Session
via IPFIX Options and the sessionScope Information Element.",seconds,,,[RFC5655],0,2013-02-18
262,messageMD5Checksum,octetArray,default,current,"The MD5 checksum of the IPFIX Message containing this
record.  This Information Element SHOULD be bound to its
containing IPFIX Message via an options record and the
messageScope Information Element, as defined below, and SHOULD
appear only once in a given IPFIX Message.  To calculate the value
of this Information Element, first buffer the containing IPFIX
Message, setting the value of this Information Element to all
zeroes.  Then calculate the MD5 checksum of the resulting buffer
as defined in [RFC1321], place the resulting value in this
Information Element, and export the buffered message.  This
Information Element is intended as a simple checksum only;
therefore collision resistance and algorithm agility are not
required, and MD5 is an appropriate message digest.

This Information Element has a fixed length of 16 octets.",,,,[RFC5655][RFC1321],0,2013-02-18
263,messageScope,unsigned8,,current,"The presence of this Information Element as scope in
an Options Template signifies that the options described by the
Template apply to the IPFIX Message that contains them. It is
defined for general purpose message scoping of options, and
proposed specifically to allow the attachment a checksum to a
message via IPFIX Options. The value of this Information Element
MUST be written as 0 by the File Writer or Exporting Process. The
value of this Information Element MUST be ignored by the File
Reader or the Collecting Process.",,0-0,,[RFC5655],0,2013-02-18
